"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"St. Lucia","LCA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","844539868.054258","874757835.637427","976445336.610149","994789988.907581","1035857151.954","1069645281.73384","1128817917.97122","1138021073.87733","1220848147.03165","1276137845.10057","1381171079.11872","1357259507.78252","1402095322.7342","1473455184.2055","1600390636.81148","1645252418.86669","1841281359.5616","1907132180.24854","2041814437.82929","2034117981.9189","2103702406.44944","2297805120.62173","2256306242.70349","2340100704.32408","2295944357.85126","2221035996.76953","2415641662.4829","2540759210.51295","2701609480.62334","2707232456.32628","2163371486.83583","2481072813.31128",
"Latin America & Caribbean","LCN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2636168544332.58","2840706972700.79","2997815041682.95","3139172435044.54","3345261883245.84","3481695401029.17","3682799000093.66","3944321424446.62","4076424900083.96","4125135684002.28","4373686181588.71","4496957859835.39","4565492041038.27","4744262765994.46","5135076200045.26","5531444360073.6","6135362028546.33","6676292868782.61","7102367797312.68","7058348535914.18","7557246711128.38","8138363814509.29","8414661917499.57","8819886854606.26","9102680740256.94","9099103776939.83","9330325460110.92","9806713620686.96","10139477831438.4","10361573824206.4","9916211242262.66","10925030079381.9",
"Least developed countries: UN classification","LDC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456685528439.176","485461009609.829","488155810837.323","519321163793.746","540413085032.927","595558874863.968","640941955670.879","693652215629.508","730296402114.546","766984574631.682","822287343461.879","884054401643.093","943243946660.023","1012326945327.73","1105644517321.76","1219147239334.31","1354421268588.84","1501468207715.76","1630512156852.41","1725442244274.34","1847790925499.32","1969589544767.6","2095213557471.96","2245852805353.89","2442604171839.25","2558514723209.13","2732883465143.11","2897848948557.09","3111692297529.43","3336649690409.24","3411175913953.42","3637079952165.97",
"Low income","LIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215861975976.218","225276254695.317","235292510281.532","252875466113.898","262938415444.547","281594841521.423","305636763355.694","333100818756.237","349781171661.509","364468218104.366","387114177717.868","417558428935.645","439840890213.458","469889246920.37","510897375133.909","559959251203.34","615606912215.855","674277925064.636","725330263735.667","762402953555.134","816137009702.244","849735616898.524","850102265315.728","904317827398.458","1004187437733.13","1066365041741.07","1155535232757.76","1213464482355.2","1282227003509.96","1356908037040.04","1375398993312.38","1456030398935.46",
"Liechtenstein","LIE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41088703616.4899","44399599762.7154","47633381539.9436","52224891853.4252","56051638546.6691","60046209705.7376","63417108197.9905","68780893677.6488","72579051407.5353","76627664866.0588","82988269622.6823","83541983417.2558","88411491732.7409","96012950959.3527","103884002170.679","113602522780.278","125925922716.871","138455201173.249","147861397408.608","155706760890.126","170076959825.749","188834948123.676","213147269607.961","226188572151.216","237915156637.215","249921423253.422","269933518608.934","284155176162.371","297404593420.863","301324351806.692","294679867068.51","318346974127.818",
"Lower middle income","LMC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4093284260012.11","4345715683901.79","4558799839854.48","4734224016756.42","4967225131610.67","5326710195880.23","5737181946298.19","6049824316934.47","6192370149641.9","6552104345015.5","6966261533736.92","7475836036641.08","7957943255410.11","8622556211495.28","9432578195383.34","10324747738309.9","11392931926099.9","12544210806636.3","13302027017624.8","13981521559635.2","15073167493562.8","16122877029355.7","17242964079048.6","18099820496605.2","18910308208798.1","19512818836262.2","20570002257208","21823187949264.5","23467451480967.3","24783715097552","24231530734676.4","26605382907527.7",
"Low & middle income","LMY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10427116141047.2","11061467708023.7","11577206144944.4","12202631284075.2","12845604713906.6","13669962330989.6","14681318742380.8","15671694528174.1","15991632803007","16852984497161.5","18232573873870.6","19428604750617.3","20690815445795.1","22385917423937.9","24747228204724.7","27326930208240.9","30894770432531.9","34548205404883.3","37630997902955.5","39142087586918.6","42575595125674.8","46199304101800.3","49555695243647.6","52338014760770.5","54831142792111.5","55892791914926.9","58352800857724.3","61970691857334","66479313644472.5","70120969463895.9","69773388058105.1","77156812146770",
"Lesotho","LSO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2219299255.03214","2343827458.71463","2439043855.26603","2476749576.78795","2637776287.05397","2704274158.71873","2912725621.90722","3039381230.83967","3025677085.74235","3143928824.24445","3249977094.55209","3907148434.13045","4000763138.60764","4210776482.79917","4219654063.85628","4260506300.47082","4395818049.56048","5260949033.54942","5496619136.81379","5313416878.98134","5522874015.76328","5495695487.38204","5431655705.73569","5971898849.87869","6384113068.0489","7086503862.79109","7046118125.5237","6340290088.86602","6414462752.30044","6647929604.85249","6131199253.88959","6552905265.76517",
"Late-demographic dividend","LTE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5190693215756.29","5465484053615.3","5660351179506.87","6074305920656.36","6483730134509.62","7005119541874.65","7503674677289.79","8021607682767.22","8280397823911.01","8755385083657.81","9593884351846.63","10307493758447.2","11118759784908","12168523144022.5","13546359289778.9","15081745900780.5","17338557357100.4","19684416793776.6","21818036814671.4","22707282963006","24767059392489","27182426983910.9","29312282029785.1","31051206168933.7","32531815487421.6","32723526749642.2","33936331216071","36094229271847.3","38981436378685","41467047023319.4","41966621133583.1","46503195326079.4",
"Lithuania","LTU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21474321698.712","22753174341.9884","24795925847.6678","26935463530.5469","26905497417.3935","29025688308.9858","32308317643.6616","35703936015.9722","40191667161.726","42973811772.2641","47408768668.2921","52810382922.6536","59286506662.1295","64177341430.8005","58596427726.8728","61840542478.8566","67271020820.0106","71500144701.1755","77288358779.9173","81671309475.3965","80739607677.7808","85539531064.6837","92039550957.7157","98749081993.6411","103934256230.77","105524293879.557","115302792737.875",
"Luxembourg","LUX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11398268748.8325","12897353058.8642","13360575623.8664","13982647521.6488","14283745645.6401","15253252999.1717","15999290227.2914","17219786574.687","17621497807.9544","19793112162.3174","21275141679.7353","22071746040.3114","22046814197.7605","22011504952.2398","26742056416.6828","29141028336.9067","29852814088.9351","34731992429.0604","34794463610.1528","27579415396.371","31131932785.8191","33946894207.153","39411330076.4234","39343582938.4733","42551389036.5531","39536868192.2836","43719406405.0222","49076634720.7979","50348347088.9402","48164494690.7253","52467328446.1446","",
"Latvia","LVA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13804057931.8727","14361102899.2707","15900381707.2992","17145743117.1354","17535331555.2545","19010383672.1121","21202511409.7112","23329058550.397","25183833560.7094","27214658833.6639","30828071063.4436","34302077559.2105","38934624350.7062","42076402764.6983","38998687467.6184","37513944386.7221","39603743987.0333","43008087664.435","45461971554.5265","47544131538.4337","49152676312.2301","52287368301.5675","55551256147.6213","58540629190.6413","60106254156.2303","59816329675.1866","63626299182.1551",
"Macao SAR, China","MAC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9406559626.00319","10091308078.1609","11722039192.1573","12527899195.6535","13291118779.8478","13849671796.4461","13780730846.3632","13939157233.7214","13348285541.1112","12939350385.1252","13665521738.6909","15602098761.0652","17188861879.0065","19290122013.3044","24238721257.669","26685059791.562","29856651037.0984","38592981260.8763","36394783693.3357","37769829747.4608","47277439794.6445","56959985933.7457","63620699006.4559","73602607064.8819","75796054375.1846","62556810027.0312","63493583929.0675","69899369839.5923","75731830957.0118","75349220142.5356","46725358667.3544","50079163675.493",
"St. Martin (French part)","MAF","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61901445146.2815","68461658184.0936","68788239863.4523","69494842114.2881","78861362112.3559","75920974062.1723","87523200568.8515","87588554289.0628","95554948983.6886","98032379458.4704","102023345708.582","112081440172.871","117758006299.398","127516064211.379","137735118011.801","147499762648.405","163383333591.54","174064599936.198","188184993739.767","195118716756.606","205002967416.054","219548856240.118","221558465714.716","233442913596.092","243275019392.235","265589514966.884","270172515559.355","281151427260.723","296801809028.777","310839598354.622","293606859506.765","328707001702.31",
"Monaco","MCO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9320721357.76658","9615790209.97639","8952434749.42662","8874057804.92019","9452447363.96264","10505071673.3663","11763329317.2128","12982885838.1703","14577771634.0537","16138969487.9834","17169158468.8545","17762492606.1196","19603502315.2459","17839159659.0188","19631167558.5685","21128597768.6621","23013198254.9089","26217252654.2619","27399539464.2412","27755343306.6315","31375151989.9528","33931111963.049","35929121310.064","38065861100.9176","35040173328.8577","41357957471.0539",
"Madagascar","MDG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13478226580.89","12938274207.888","13529398308.2088","14176863777.8764","14368968488.3153","14926802565.4254","15697083706.6795","16601088397.4319","17497025556.5834","18634843246.9058","19977597576.4466","21707934789.3154","19318033675.5899","21656048773.9683","23472720348.9078","25182036216.4449","27301873793.4783","30032347137.5905","32688637457.062","31399074510.053","31885721689.1218","33049341711.3731","33114683610.7588","34055255225.8808","35676221133.8384","36068431288.6685","38413305509.2938","39234604622.6238","41375036068.8671","43907242760.5793","41497760302.8631","45529381517.8246",
"Maldives","MDV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1492002104.00571","1641164030.95764","1799633023.07445","1960024174.67968","2109275884.31543","2250620769.0664","2255779541.15766","2464281782.08815","2831966516.4048","3102702571.00494","2782890927.69055","3620522151.06247","3493924583.17225","4018331212.66534","3817032208.67263","4090612651.52428","4605714112.25856","4925577794.19348","5462304304.18157","6289083101.74374","7011178133.5159","7611970620.07724","8255754816.08331","9001810700.94145","9738377071.15906","6687136141.42215","9788497619.44504",
"Middle East & North Africa","MEA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1997140749044.51","2254791648347.71","2407863798835.75","2513478621697.77","2585880122501.56","2709655600237.37","2876012380061.66","3019086064025.64","3228882024063.79","3327551354248.1","3614650281449.47","3771673987009.64","3865833339928.76","4122394139649.38","4581040212250.27","4923367495315.42","5399629334106.47","5870661428878.54","6231699753674.74","6279218326056.88","6635098159344.71","7010854343584.42","7390400647478.48","7486891952692.94","7539947520108.75","6959447953079.37","6998042483783.51","7382084412668.49","7666027162218.5","7844868093001.78","7726089450756.63","",
"Mexico","MEX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660620115730.561","716034915440.566","761827129950.058","740899304745.235","793486816266.532","748953269685.176","816922846549.855","895668238181.453","952476898874.569","996524232338.777","1073203952021.93","1096210031194.43","1117965544638.39","1163184402733.61","1244875049132.67","1313762682229.57","1462885890883.04","1534583606755.78","1630569413184.12","1608607231949.89","1719790497550.54","1880967839882.46","1973881601912.17","2004429620594.39","2119873249261.23","2172591443147.75","2319373116262.85","2396875000224.39","2467366560795.42","2459334472623.01","2335764427903.55","2501574678636.95",
"Marshall Islands","MHL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174144937.798327","152642747.873412","146962081.736665","152365696.427711","156171652.051908","162924675.108983","176502158.430225","181423993.799296","182767344.110045","189211623.28934","202961652.741259","204713665.017794","218707663.200787","208565182.766809","213064147.141699","220403624.000081","221289867.960213","213201499.20508","231318726.13469","239726631.662961","269730051.103852","266750606.758163","273818332.874489","290853806.107807","325486270.189191","318048314.244826","311666704.266264",
"Middle income","MIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10216338342000","10840884753948.7","11346740757108.9","11955677665086.4","12588306505230.9","13394555559329.5","14382670891352.1","15346790055410.5","15651302617734.4","16498019269195.8","17854949393307","19021682824372.6","20261799016832.5","21927088022572","24247626085444.3","26778987110463.7","30290848246742.2","33885456564325.5","36917233568407.1","38392582120948.5","41772796716117.4","45362158855270.5","48716662989380.3","51445645852125.7","53846648167165.5","54851899714097.6","57229656433910","60789744170429.2","65229289817772.1","68798638336264.8","68435826109268.1","75733789293494.7",
"North Macedonia","MKD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10906444233.5161","10641923923.1652","9927670578.15472","9485406269.60118","9595720825.25177","9733347808.59841","10002771916.4999","10292607377.005","10781315562.8967","11331553096.8674","12234406656.0268","12220450939.5756","12772266390.3232","13205495640.2161","14486891882.6246","15708182802.4092","17659022357.4877","18216800653.9193","21276808744.6476","22417308439.7432","23019360181.9528","23624021530.1236","24014886329.952","25654752637.2679","27260532916.9526","27846477504.1229","30135051681.9021","31298734621.8105","33403393746.4775","34594544306.7242","33865913398.3544","35952578756.2294",
"Mali","MLI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6754755420.90377","7835558132.13956","7745898998.69342","8203933380.67641","8609475536.51773","8823755409.24705","9615754868.68132","10238533868.5203","11159558148.1481","11980259601.16","12278775910.5507","13933816258.0789","14378515201.1902","16472759392.4294","17189614519.1294","18892790391.5997","20294820135.0021","21585436309.0643","23164031281.258","24085110760.3815","25842327187.881","27331464772.5263","27142665899.9272","28848666648.5951","31565052224.5886","34646998121.6541","38276068960.858","40237794150.9203","43275410842.583","45651990407.5914","45533724924.8919","48658878149.6949",
"Malta","MLT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3380123657.55843","3664575351.23092","3869828193.70861","4097735564.15853","4336607511.43055","5062427588.94885","5300109992.68332","5632952296.04175","5816280502.03534","6256764857.5485","6891125474.41921","7319453896.05535","7819228238.36168","8308547139.62018","8611660840.39675","8733490495.50701","9068183874.53541","9685049590.08738","10690563400.3896","10413325819.0405","11292039591.2999","11772771967.4871","12098553207.4044","13078219706.3881","14149791357.8451","15748436610.2873","16315563632.1635","18329893502.781","20463323234.9523","22070345362.0655","20569739575.8829","23526030682.0337",
"Myanmar","MMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15045180690.0522","15139566385.5219","17271945134.8462","19773582443.4114","21807349991.9186","23855321621.8448","26135126133.9346","28410143489.2181","30439668709.8249","33556553708.9504","37945964146.0091","41391151494.8444","45510943304.6793","53153613844.0932","62142998851.2117","68872767298.3664","83109922388.05","98759586638.4805","112921807212.137","126369392493.504","142973011247.527","159104757889.324","175850406697.922","189318823281.318","201364530252.928","207706786675.508","207046099728.539","219376387902.964","238387503485.365","257997723437.231","269849510404.984","232005894931.936",
"Middle East & North Africa (excluding high income)","MNA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1045613242625.02","1158490332699.54","1244808975577.56","1296880954477.42","1339092075980.39","1402796833138.14","1518179983717.99","1605151181588.91","1737517654817.67","1843661724700.83","2012125078398.24","2127633637652.61","2226000792121.73","2313844774076.36","2562262453190.8","2729611282899.65","2988270049675.23","3290021261878.45","3483508661244.08","3571446687346.22","3782164995071.57","3838584595899.94","3990662865905.64","4004028355810.55","3982837195206.9","3820339085847.11","3928048508623.12","4102764023658.95","4262397985109.33","4367593218234.98","4332253434979.9","4722997391593.42",
"Montenegro","MNE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3814377972.3171","4317819678.2028","4572067883.4916","4756247898.45334","5058522686.08841","5163047423.64849","6539809690.67453","7762542799.86574","8650115817.39519","8065936954.19003","8386934919.00212","9042177114.47922","8745180314.28693","9420289179.99842","9686300736.13424","10384349923.4237","11428216850.7146","12503548807.0546","13541290069.327","14514647795.4817","12691842568.2929","14719486322.3014",
"Mongolia","MNG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7177032726.20576","6877823130.20375","6266021858.50712","6118505703.03567","6475667556.45145","7051046307.29692","7398892740.45028","7823817492.60707","8262970762.37961","8634442030.88677","8889575369.68436","9386347489.49958","9967434697.80234","10832615939.0583","12325867424.1354","13429210427.7285","15151223340.6988","16972301014.6302","18686160064.2797","18340394740.0057","18959957457.5176","22657114467.4965","26658538159.65","28685437151.1049","29864062852.7761","29269896449.9852","30113720788.1541","30433015398.1995","35386879575.7925","37325149940.5312","36702460147.1277","36649450183.3764",
"Northern Mariana Islands","MNP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3980475453.894","3731250611.80858","4239552697.84723","4617651737.394","4871596621.54494","5598787076.22066","6375256208.48917","7042564740.79114","8008773972.77388","8173580589.42715","9292956193.85841","9621224194.43375","11424482168.0239","12709126887.3934","13697652826.9822","15052419127.2171","16878352378.695","18568217152.4499","20443045749.641","21836609982.1095","24306280893.4871","25627026605.0557","27637286756.5429","29600088338.2311","34261446171.8805","37202263354.4595","35719372669.2196","38199535689.3533","39836384672.018","39718373502.972","42330443585.6443",
"Mauritania","MRT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5193361094.07935","5476429729.78737","5693654798.6463","6128805417.23972","6060124998.40586","6815785211.81403","7712545073.88595","7503733540.45979","7835795249.31414","8256296256.43355","8053334196.23677","7950168162.54146","8614481600.15398","9362192891.06308","10064481619.4069","11204528371.9699","13103870720.4128","13261820217.9062","13606215758.5509","13925622557.9457","14119748206.4632","14841521503.2747","15331799325.0023","16624623434.4163","16238197197.5205","16498775890.9074","19213075021.2632","21566799196.673","23348663521.1563","24854480267.6255","24901593910.7298","26515180326.8281",
"Mauritius","MUS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5256966118.04298","5735590155.8639","6257075360.38521","6715484460.81699","7086199385.65247","7561534195.03822","8088213376.50408","8745222680.37776","9360665100.80779","9765141169.00445","10808123812.4903","11495031288.6813","11860445878.8708","12712051980.9391","13658712662.4656","14350288173.9955","15601363494.3378","17269569948.8926","18360008204.2331","18754475553.4195","20130497968.9992","21194364427.8074","21663433079.193","23036508121.9169","23922509475.6231","25098895507.4747","26780974172.98","28309103030.3907","30236800869.3228","31966210234.6777","27521827057.6347","29596775564.2724",
"Malawi","MWI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6173007038.99481","6949937547.48504","6585070907.11925","7400472179.96713","6724142732.78398","8025219944.33677","8850806711.05285","9353090582.98525","9783146835.93124","10223804084.4687","10635541710.6144","10342769452.079","10697971452.7087","11529602601.7826","12478520557.4491","13312153588.153","14382628997.5812","16243730659.9052","17826596870.1156","19367884466.9889","20854203154.1795","22336096754.0092","22229460882.3367","24397248867.0179","24471401804.4526","23620893413.341","24947693692.1556","25567530087.4895","27342940613.0231","29346139390.9711","29991141531.6245","31993461474.2028",
"Malaysia","MYS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117577124649.829","132071598737.904","146648696483.525","165872976106.395","184992727864.639","207764085605.069","232764559014.994","252235210501.137","236173154800.73","250074516593.721","274904261897.927","285148343851.574","307599071355.135","335937974571.712","369267337840.23","404296005880.994","446983228722.7","491978362693.131","520864348772.878","521578437866.568","560169718555.714","607129184341.237","643498757192.916","668794343781.363","710620293507.506","730292729357.474","762176005888.175","805935510019.48","862510779766.125","921443400101.998","886361253702.657","945159497156.901",
"North America","NAC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6407110817217.36","6618202913592.85","6985892432219.87","7309704842261.58","7783520081911.19","8222551694880.97","8734070635977.71","9323905113909.84","9905262024479.99","10511312609422.5","11264236661840.1","11660774297394.1","12002079718881.5","12536921088717.1","13381711416827.9","14317981939209.7","15292595973963.8","15837046216145.3","16045352211694.2","15715239015617.8","16513402868758.8","17258394343336.7","18122204860034.7","18723476165433.8","19642940890103.7","20236186430279.5","20683140299544.3","21641821405964.5","22773762674118.9","23544064501352.7","23043609792837.1","25375954905531",
"Namibia","NAM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5400575622.49249","6146483684.97106","6569991445.88951","6599125171.91239","6849627976.32594","7443199148.14963","7644511834.94169","8074850591.51378","8494931096.85768","8659198049.01412","9372658593.32269","9616760494.78709","10408608669.9701","11432521448.6611","12737085937.0497","13086273923.3361","14558283420.4779","15404712914.2608","16145486203.8066","16257753152.9489","17073255821.5508","18530827058.6351","19680724579.4145","21687844050.7046","23658891259.7241","24575695888.8483","24104306023.3437","23995278498.1532","24353296359.9704","24897163118.0731","23656719047.6468","24911848755.957",
"New Caledonia","NCL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6165544795.79032","6347752953.97757","6624104023.9922","6804280980.75442","7058625673.44854","7408407488.1656","7653957742.2486","7917685298.3399","8922272291.28685","9055105608.43201","9167124719.41015","10093689378.0884","10799487288.4144","11218351223.0095","11716089227.5607","12982610508.1125","14170856524.6834","14961650684.7794","16360264526.2778","16799237834.0754","18461978009.9403","19437967993.4845","21317946498.7089","21679918301.7098","22970934374.4788","24039021555.5079","24750653852.382","26061195031.7928","28870411291.684","31041675319.1859","29839533186.4367","33521833447.9713",
"Nigeria","NGA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184590918560.761","192266777369.145","203019674453.407","198250043195.704","202332384993.974","211019103740.608","225608775588.983","236936583685.765","242830643991.792","255276962389.21","254877365300.465","286931665309.501","332767928184.343","360446875994.608","404242860236.613","441866754015.892","515363004319.01","549527714436.745","596601492158.76","645018537807.676","705514512939.028","756939368351.467","793230176344.865","853026950842.773","939073115447.917","957051778143.622","952515802712.001","960398587580.009","986175923717.754","1040391527128.92","1030032561950.76","1109692783597.34",
"Nicaragua","NIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8181545985.08789","7628600516.53793","7612791519.53082","7887951044.94042","8236760930.83069","9244633546.73152","10167432363.4334","10927167397.2379","11708124560.8276","12701182473.4719","13536028839.3105","14167257327.5114","14583525369.6212","15280718771.4395","16594686840.4713","18021835159.5667","19188016608.0898","20825524900.9658","21966454430.9825","21284594660.0124","22542004601.6246","24473869957.8934","25444498229.399","26590318591.1914","29211123155.3433","31682119556.9192","34181725303.4997","36355737420.5304","36031078787.0408","35774142660.2035","34500701610.1134","39715419042.3564",
"Netherlands","NLD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284543694428.77","302627556063.288","313555692392.198","327370991511.371","346577525709.3","367805693116.924","387019852042.969","410155613760.923","433945769334.783","469124197198.234","516659367806.412","529911555268.29","554795790258.896","559983057861.509","586347328080.3","605559450653.689","675636185137.1","719493141129.97","741950399575.359","729365681846.044","750650433349.023","788795129565.285","805650842786.581","838722771954.706","828304471573.866","852575008210.1","877368476632.034","950908393530.651","1007859702065.15","1027692218612.44","1015727227625.56","1110986759351.29",
"Norway","NOR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76054910415.6771","80763134215.7388","86498233703.1817","90914231547.2124","98143696082.0434","104848172551.868","116165986997.228","124696389177.481","123483063466.015","135157612681.701","163606523350.924","170537250631.712","172831032834.147","177177565388.799","195760499716.678","223408931102.505","252616650482.374","262589849849.971","292977387216.863","268863429229.232","286255493389.029","310420230203.762","330771150210.494","343762435143.442","349212013461.72","326247548959.398","322020135631.703","350409391753.498","384746596905.948","368241301261.471","350490667626.351","448039348638.061",
"Nepal","NPL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16247917718.3581","17862378065.0235","19031524011.582","20199532062.5194","22343310519.6494","23565457627.8825","25286930907.408","27017629705.962","28141526714.3837","29824639541.4782","32429170502.6774","34767447625.3226","35169648124.8826","37276484751.0029","39998721663.1843","42941490693.8766","45974965144.2112","48955959299.8022","52916271057.893","55787831009.1011","58929298074.0857","62039055111.6872","68091085866.6443","73223254156.6986","80463801554.6355","82086601883.6847","82571469849.0625","99508296434.7066","109268564771.734","119075097732.498","117830611170.645","127128413748.951",
"Nauru","NRU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48581424.5008332","54385239.7982765","62780427.485728","72028989.0536743","82081790.6299373","92286782.9982641","125968194.074828","158604105.522237","186621024.999794","194504231.268421","191735185.207369","202827843.29515","217914898.523231","240261797.629469","273041423.508168",
