"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45439231257.7871","49718487430.8425","52681822703.1616","55386340833.419","59227419161.4355","62061952812.2877","64110148083.3152","68327951865.4685","70956448807.625","66779310443.3531","69019538867.9904","74700827123.7799","79512467990.9829","83103548346.2177","91927899807.2355","100515339271.019","108710227984.446","113994194611.944","125631527132.266","127594993472.713","134535683705.727","147975619638.375","157133177890.528","172493513104.366","183940790238.329","176078605364.199","178491385667.622","190452902888.886","196684842026.955","199842645125.484","186678033790.596","205385850157.137",
"Egypt, Arab Rep.","EGY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202871173861.921","219105595043.401","233794752451.384","246201450709.726","261287235898.083","279505018447.948","299127780941.453","321016807417.652","343946957757.368","368276371953.348","400228934885.2","426414972780.142","439045031568.883","460872033699.175","491973618664.044","529979703099.663","588272785672.134","649622504545.286","708989489335.656","741297423312.494","772471367881.938","797765801524.506","936405442609.556","966549119173.092","961846565220.621","1045815284633.65","1042867889031.84","1041678981890.3","1116637186723.65","1186022352992.62","1249924145600.74","1345735134763.86",
"Euro area","EMU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5306717680661.14","5620512270956.7","5826138335314.88","5931253405768.11","6192999324991.63","6488651724993.4","6714554666434.3","6997914461971.1","7328711304651.04","7649796320382.51","8146171735817.81","8531191685435.05","8876422725294.41","9075563764582.88","9523669895026.46","9911510705039.53","10798513025204.1","11444730361987.4","11882926336865.6","11698212471149.6","12063086511375.8","12612349303792.1","12790107081270.5","13244309596813.2","13598239554077.8","13952956643038.8","14882849837679.8","15639973377193","16387316099623.9","16831699318655.2","16219482672153.9","17496992645810.9",
"Eritrea","ERI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835577957.49416","2131914133.88056","2640529286.12968","2808107112.69355","3049758092.57782","3369632588.9758","3504205605.46149","3564927798.93877","3502520683.28036","3880182235.80024","4037777641.88576","3997060844.34791","4152637317.32313","4416336075.57327","4514814625.57345","4711046752.24592","4318471379.56046","4513771671.91731","4651089673.59473","5164760114.43522","","","","","","","","","","",
"Spain","ESP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525650476329.112","557409526817.728","574827791532.78","584717409107.72","603451158958.316","641370774622.18","667587153614.041","709038774043.776","758328722175.557","798571447897.079","869365064991.059","924508418044.264","998316071948.184","1047964871243.73","1111671965478.3","1188490567999.29","1338671217409.85","1432457230239.89","1486151637639.11","1459408277107.65","1454175402105.31","1463308449873.9","1471780320471.5","1501976882039.12","1552593080187.63","1620705839877.25","1737496965660.61","1842466936888.79","1907236173587.13","1969537647569.79","1798778437119.96","1939655521322.38",
"Estonia","EST","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12665034547.4708","13615215168.4484","15237943834.898","16957014813.5339","18696282176.2021","21499501319.2193","24614686121.688","27447032014.8336","28895065635.5781","26495397586.6337","27238003737.5732","30933346364.3471","32958202750.915","35321692724.6834","36967488470.0791","37535436586.1825","40284437405.3942","43460557703.3808","46914842869.7912","49285832000.7387","49586138724.658","55259699030.4585",
"Ethiopia","ETH","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19746047729.3134","18957729933.3672","17697380688.9417","20400864691.1074","21489084532.994","23366524106.9918","26824350914.9453","27971297397.3919","27383170537.8816","29250766632.0658","31709569421.4444","35153364909.1578","36220115501.7844","36106147528.8372","42166685855.7056","48794472563.372","55770778598.6658","64046772909.527","72318569548.452","79028887577.0133","89806292572.8253","102066933556.261","112283157655.966","122160005499.923","148077638928.901","166439908210.722","194015690748.877","213816795462.579","234190855940.939","257884909729.082","276935254983.721","304912793676.7",
"European Union","EUU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6191844539038.02","6499923378200.74","6719161218522.2","6853331156184.68","7180667440100.57","7549177571731.9","7823927408845.22","8140736125081.19","8519460407523.46","8890783923200.23","9467846587615.05","9924085365917.93","10352249397269.3","10616553560135","11177532508586.1","11650615886338.1","12717217408816.6","13537120021401.2","14191625675891.6","14006961925183.6","14496902823527.4","15198900659059.7","15457954642224.2","15998697264490.1","16460390327945.1","16940814540617.5","18048866858538.2","19033021806187.5","20002173058225.5","20638584830951.3","20081919540714.2","21682986098769.4",
"Fragile and conflict affected situations","FCS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169708940144.62","1196340067681.26","1214270498491.15","1203020482795.94","1162681089886.44","1184191973176.49","1228862840549.88","1314910201778.25","1395807000771.54","1453418416103.81","1553874697685.68","1677191523758.27","1717079683091.02","1717429594057.77","2013842819449.79","2185274010509.29","2464073292365.24","2710761396143.59","2911337460339.84","2939048470833.72","3131309066648.1","3208397189362.94","3507971378242.38","3735536177993.41","3859945235093.48","3808375163930.32","3929948951117.19","4136355253023.35","4340448707248.29","4544021059832","4414453303710.04","4653131423729.54",
"Finland","FIN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88879612322.3275","85575003214.8936","83518175164.4238","84366329446.1936","90250654217.8019","97069784761.7442","100591674219.275","110344925194.936","119162905625.173","126654550183.108","137779525526.789","144151339214.05","149214583627.633","150553591709.398","164275783976.959","168848220995.197","183100631359.774","200701528429.124","213338084144.169","205246614062.211","211640288025.444","221315089725.945","222320431042.548","226606741870.886","230341376307.58","235157775065.327","248052265025.91","262157314767.321","274561754901.342","279262069564.714","286434509896.744","309991877110.564",
"Fiji","FJI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2948725922.62904","2987223165.96068","3228317350.92159","3373518671.38535","3568725530.35202","3841463988.80884","4128004492.96976","4086809285.58738","4119542982.47727","4545986602.9816","4821962312.54806","4889918722.4298","5210367836.91124","5325630856.76595","5756533515.64823","6064912270.60871","6029914207.19363","6248426739.27117","6418545735.77951","6505552157.38816","6593835894.43265","6915550183.69762","7364419211.78208","8093222996.08199","9375291022.39162","10147731492.3321","10418210574.1077","10852371080.1822","11717670110.489","11632861470.6784","9978598646.69216","9909514900.67361",
"France","FRA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030975669218.39","1076087501511.55","1119641760077.47","1140024893932.58","1189963206466.01","1240628945626.98","1286769111012.39","1350062370191.07","1424240438863.32","1499852527655","1614351939929.21","1717129704763.87","1781288096300.79","1776880780907.05","1847460291489.82","1959874866060.42","2107022783361.35","2227708824882.9","2308471504999.58","2295521492156.12","2388719355231.26","2511515271090.53","2528097207038.72","2666950863865.02","2719730300347.34","2777204974934.9","2924692709642.01","3050429224953.88","3197837511869.07","3370864656819.13","3216212574520.98","3499765259454.44",
"Faroe Islands","FRO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244801996.556207","249581619.169334","259663804.6219","255245401.493808","235795833.747396","243057485.801796","255761920.9146","274019057.561926","284841432.004158","289882828.843481","299591934.847365","302033180.605405","319381991.618557","329074045.591923","333900604.332016","327992538.659619","343870371.801529","348068965.247075","364901630.785689","370538704.813825","374747889.601257","372654750.959499","433197513.718828","432990338.381799","441888220.158457","409294481.961931","457202057.581038","455093974.069845","453948205.232966",
"Gabon","GAB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10614106472.2608","11655892656.6013","11220610108.143","11755789557.9556","12801145272.0429","13496981994.1387","14245109587.1727","15314063847.1307","16362843287.6928","14998056789.6963","14543817534.591","15525160679.1476","16360915716.1702","16691206135.5662","16408010278.0054","18475912132.9124","17857864991.8186","19101023570.8293","18999300104.9307","19708741354.0316","20934089130.2157","22729974762.4942","24187166236.5611","24803028471.2847","27448373201.6419","26252661543.3818","26457471076.3386","29027529828.7639","29882609900.3285","31107442946.9107","31839048622.6559","29967699991.7689",
"United Kingdom","GBR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","998698018551.555","1023722636242","1063484742241.27","1114964532108.19","1202129341714.04","1159003733456.71","1235131392020.55","1324277979093.29","1391293256816.51","1430793352061.6","1564756206252.52","1655574780978.92","1747740539255.55","1833582898151.69","1943031726901.21","2004232503649.56","2121960639609.93","2178330576857.73","2256611528436.31","2175836602945.61","2296726346862.84","2372774243256.87","2428045106137.96","2526868110372.13","2630575966004.43","2727689368725.19","2855201037462.81","3023580158369.62","3117356924535.49","3258773242953.37","3082891138887.76","3327025494357.41",
"Georgia","GEO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12551780953.4746","8991306578.70481","8220810394.45488","8378083323.4651","9699163852.44801","11566250501.3036","12251417308.2563","12776776771.6532","12797790765.4099","13633397867.3392","14558068924.6879","16475877394.7893","18113088326.4253","20373324937.7735","23237887667.8523","26413668949.3636","27346793949.518","26532965564.5733","28137292312.6341","30519613226.4118","36257009738.4886","38723289569.7477","42492961933.5167","44015459770.8487","45709833895.1989","48181537162.6113","52269198029.452","55529116309.9911","52283452219.5616","59135797214.093",
"Ghana","GHA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24113846673.6865","26254014024.6322","27918897155.8504","29934774632.1211","31559558970.0338","33543241686.2271","35727314585.3936","37891871534.7247","40102759761.8001","42438506129.988","44829936698.4082","47880822983.04","50799522823.1188","54479748374.797","59055425705.8678","64809385550.2045","71157692637.5541","76291751640.7797","84971365836.6861","89689041974.0898","96981351069.8425","111658379163.482","126012760957.806","136957246170.144","143670731901.312","140624612115.261","136623482244.943","141646107789.028","154708253015.822","168406148108.833","180529475976.44","191105729576.606",
"Gibraltar","GIB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5387638624.02905","5718707443.53312","6092441182.45621","6632574766.78376","7061672020.71116","7540948201.72842","8015192085.85529","8538028489.05411","8923595012.66615","9463678253.06409","9909271556.58093","10456615817.4601","11322277520.4072","11203897478.865","11750601774.4385","12292234695.7017","13583626121.4889","14896100221.8758","15760668716.4258","15493779478.7849","16667173171.0731","17815489449.8793","18819737532.1671","18776195192.1864","19471089653.3749","20460340883.3828","23977048840.4579","29033817415.3577","30679439007.6081","32480414771.2658","32903335589.7407","34678527652.3665",
"Gambia, The","GMB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1401202614.6531","1513180004.4515","1611278421.48169","1701660093.69309","1743095102.44698","1807897268.18335","1880674399.55327","1982053484.73431","2070279112.55835","2223649580.36385","2388380089.46494","2578165470.13148","2505436376.39486","2781914365.26791","3138810917.84187","3159831995.24929","3232764662.2328","3433757906.83412","3733035877.90226","3995499235.45418","4282096918.38596","4002461735.10188","4103967194.68281","4076131550.67062","4006121655.97443","4207793058.65318","4362686911.60081","4502345653.44125","4950114611.00113","5357264419.21642","5463281993.87193","5871037016.24702",
"Guinea-Bissau","GNB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","961967880.940958","1031454500.58088","1070650545.54799","1115779976.7956","1179412710.10199","1248837475.56595","1421056240.19222","1552368189.75761","1119699845.39736","1150246334.96481","1243835258.82085","1290274910.66864","1323827827.35158","1354737412.43909","1434996790.57898","1542942633.95469","1643949134.06291","1751200254.89373","1822285316.90993","1902174064.03593","2030228734.21679","2262774007.23512","2187093803.73918","2205787895.62385","2415238570.21739","2842389875.31444","3191999767.76646","3526798653.49018","3525929423.57822","3964364606.03077","3900540271.05989","4151910883.51431",
"Equatorial Guinea","GNQ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288372452.92639","300945950.382403","420552507.967984","471016851.896199","488083542.743273","543380065.530856","900078851.174328","2438276100.59905","2802779808.16652","3758082534.72816","3565421438.62348","4053646525.67071","5414526832.07799","5382753717.24147","7065291700.28993","10648905085.6622","18326292446.3619","22038350231.7638","24526716413.293","22323793414.2013","18265924519.1738","21889346128.883","25687593216.8693","25581464599.311","25707960045.8039","21190569158.2367","19263632756.1753","20954718048.3485","20917606870.9618","19267854443.4688","18803750334.8197","19595556323.1373",
"Greece","GRC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308783233567.524","315598061858.483","331637075164.807","329714371294.887","303563894694.706","277177153049.163","277445806184.941","284938615777.952","291893761607.501","289335045232.896","295022258656.427","306093821136.232","314377061805.023","322508731204.643","297789120654.693","334996254962.742",
"Grenada","GRD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435660323.262607","466064129.712534","475373398.740542","472192274.582888","490563552.383058","505123613.444722","535705006.909805","571539415.995553","639890224.221385","691893350.88956","733973799.54987","723731012.377332","753291703.546773","843303963.903821","838339384.226166","1054319874.0433","1042689349.15081","1121243070.26101","1156566079.58129","1052579678.62435","1094429102.49428","1138673428.05649","1148161514.25938","1246679156.75531","1291266336.45747","1369167036.65704","1505363630.58886","1603808419.32237","1732696172.20905","1780898943.38974","1599124968.18565","1763756705.60237",
"Greenland","GRL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29169973769.2107","31797398066.7414","33994196885.6444","36297192706.419","38584291045.8701","41302572070.1704","43112361356.025","45835991538.2583","48888804160.7188","51384646164.0034","54463891154.5771","57440007121.4572","59906378594.8518","62706303613.8299","66230666005.1143","70494035986.7824","76186339569.8788","83014420336.9212","88167498292.8651","88867704977.67","91985130673.0567","97566174068.503","104298818856.498","109413614759.15","115639774629.872","124517142875.708","127323281384.073","131078217588.09","138847719011.376","147331751528.038","146486767024.541","164066462947.672",
"Guam","GUM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020307863.99677","2099097933.50447","2414354655.94565","2787473345.54599","3154648398.86223","3404637868.04002","3844819286.32602","4111489260.02758","4121612162.80735","4266976287.71824","4370645986.30391","4551575568.88511","4667771311.60953","4764832874.73066","5004514206.46634","5092990914.35309","5406445629.93779","6112072117.16231","6333531399.86381","6601380258.55863","7020540230.15024","7491848905.65813","7962994678.15606","8427046888.20415","8414269606.3281","8643537725.59027","8704939085.25726","9284309747.94906","9894683499.82774","10576407654.563","15191164794.7812","18440075819.3711",
"High income","HIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18521574404366.1","19502128151601.3","20399338850391.8","21158645707264","22338935602348.3","23462474608968","24713437241963.1","26040733097640.4","27158261189741.1","28417408579022.7","30466815269658.6","31683339466381","32821328322424.7","34156177888259.6","36376877381380.4","38474537257262","41464739648558.7","43632004005710.6","44935951627031.6","44122683743590.9","46317447900994.6","48601442973680.4","50435888839834.1","52311681066015.5","54124542790258.9","55276074816979.1","57051702743067.9","59783506729652.3","62535274130022","64351662961855.1","63108595164177","68402094592552.2",
"Hong Kong SAR, China","HKG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101204893852.305","110011212495.184","119355613377.023","135140302863.453","145856389076.802","153457601445.082","160110493403.568","172529628115.662","167552958492.928","174308654645.599","189604314434.097","197867686036.377","200969270767.74","215223190771.829","239197424460.377","260784821822.267","292985881740.171","322976163153.992","344928408984.256","329370302823.607","352837709345.232","379780810643.688","378882956243.058","392752239125.688","404211342098.222","418904765973.878","430388834197.364","461647487796.236","488043070598.186","489821366517.494","466726015991.621","523350264521.41",
"Honduras","HND","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9581119983.1357","9529793736.37051","10252662110.6675","11441367492.8217","11703658840.0185","12659479934.516","13127861285.3085","14151190388.483","14891082523.8819","15109969149.4446","16489981943.9831","17270928444.3925","18119495900.194","19185327117.2087","20779706441.4082","22835465525.1433","25035171357.1606","27773885528.1795","29596899240.9045","29347467679.6956","29984357601.5414","31543206984.345","32434184466.3081","33877209105.7523","36670949177.8273","40958557201.2629","44378738267.0099","49236539040.6263","51372394322.4961","53649117165.7449","49947039896.6152","57802629620.1496",
"Heavily indebted poor countries (HIPC)","HPC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363959559820.916","379370645118.288","391821381640.139","412012135226.172","425274064801.262","455353522951.062","479133118651.649","517612261838.999","543360563690.266","568560661155.795","597307566764.555","636009631037.422","670155384251.814","714565515798.018","775929689836.884","848794741770.663","929886600261.287","1008523775312.82","1087866632857.22","1138537304166.63","1209835905889.18","1289221965338.18","1326125630734.74","1412983195604.98","1580335069177.81","1663159687031.5","1773717191011.32","1871328193722.94","1992178398580.78","2116683244288.88","2146727866957.02","2307347046917.01",
"Croatia","HRV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37103343310.9453","39938142812.1155","43157181284.9877","44481629539.6182","43905458714.786","46786272290.4625","49047234386.5983","54029674177.3941","56981193458.5096","62162177637.3446","65024018280.2001","73991672614.2938","82224866867.6288","87485081621.4995","83857941286.5927","83216153586.2525","87350013344.3494","88491365383.7145","92422523527.3795","93388192282.6494","98643663558.8837","103656676826.229","111986766541.166","117671774764.561","124644481008.374","120756276351.921","134964090101.271",
"Haiti","HTI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15042172477.2611","15849724259.9246","15349330391.1394","14857306842.5916","13398547723.5287","15064587743.2615","15991390462.3274","16695976636.9821","17241197103.4326","17946526315.361","18476349981.439","18825088588.8413","19304855181.2694","20356750574.6091","20646658630.6008","21885974700.9267","23093168424.2136","24817436020.7348","25973446421.8633","27695557256.6333","26464857343.8593","28421083478.0413","28430225571.7826","30770903952.9245","31384306853.5026","31087281731.4192","33545326349.7438","34765448644.485","36159544288.3406","36197223304.9166","35359750852.8888","36135414237.767",
"Hungary","HUN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85039270038.2228","89050964372.9448","90812892150.2117","92050354558.9341","94940960818.5106","100129350350.038","104096619471.854","114002496471.005","126747271368.04","139177319914.304","148043370221.066","154417083964.243","161788481618.93","173753593747.261","177508023909.032","194385328752.401","198726822552.806","207285150106.208","218616002422.303","221126310908.058","235877604244.513","242125088245.198","251231778019.307","266882751239.819","277075100464.566","299750767926.292","318863624892.02","315818200331.896","346034587936.36",
"IBRD only","IBD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9953691701661.35","10545064748307.8","11026735458669.4","11646481096233","12276279784752.5","13085050711514.4","14063411617340.5","15028112466503.6","15316358133852.2","16102348509064.5","17447165056274.9","18564736322272.8","19719420166109.4","21276814621084.5","23542494025083.2","25991290331224.3","29441542027019.9","33006578555122.8","36020820321661","37354205330688.9","40631640188678","44139036355590.1","47382571852808.5","49953399997289.9","52136750447466.6","53063256995412.2","55414135535700.3","58952395008381.2","63229414086136.2","66629306879138.4","66195148342032.4","73326574164956.2",
"IDA & IBRD total","IBT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11033183788689.5","11685068078975","12229417877828.7","12890695191906.3","13569966295867.8","14459116675163.4","15521237652041.6","16566700405464.5","16922039206521.3","17793839435528.9","19226845361044.8","20476028227008.2","21757200081194.8","23463103722103.2","25943010008114.6","28624031742694.8","32368677996321.3","36193877838326.7","39440451786748.5","40948073362307.1","44474490561702.4","48239518971310.8","51704009528581","54566988447054.1","57149910968387.1","58315608360812.8","60914883962491.6","64715944881524.3","69409323671614.5","73202209453662.3","72849942621097.2","80550431727958.6",
"IDA total","IDA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1083529963810.9","1144023345779.6","1207545250339.55","1248848112448.35","1298008541494.04","1378591545035.88","1462412722844.3","1543196327709.89","1611051074927.48","1697197604128.46","1784912776277.12","1917141061656.73","2044113374561.33","2192864112324.17","2407404476258.19","2639982961892.98","2934192412933.68","3193248357798.35","3424901451684.36","3600166428610.47","3849282271827.56","4107001662949.73","4328949398026.05","4621139079667.02","5022732457532.11","5263376064814.36","5512428199883.94","5775036848796.67","6192210967365.56","6586509617219.27","6669475039815.66","7238741709510.76",
"IDA blend","IDB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554547444948.18","588379467136.333","628518096288.021","636628128428.304","661656820672.805","695913301027.071","742845630125.93","770152197547.699","796253645910.237","837841709773.178","869452279643.39","936286694922.883","1007595337887.41","1082111923858.58","1197186056219.9","1311131988501.36","1465025915356.76","1578623353502","1674045409788.57","1756121110142.68","1875645333985.32","2001979597190.08","2089719926134.54","2217173429233.81","2388108328831.02","2484849395571.74","2549608735928.87","2635376922746.82","2803822441154.46","2939901743812.81","2928758477837.98","3219534226489.62",
"Indonesia","IDN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531736255667.228","587731809350.025","640201297924.494","705157812302.781","783579089785.481","863462627330.254","950563445797.389","1009858878228.45","862362940853.25","862958310998.651","935804878099.706","1022800950342.58","1093552336411.45","1158177645410.92","1239428936295.77","1347135352963.69","1474420561385.3","1612836138259.75","1752776678974.51","1846693209647.11","2002429397236.1","2167767372892.09","2345311900455.84","2459271038444.92","2534329758163.13","2559879525286.4","2657025035503.83","2802422575187.42","3023722383404.92","3230289026326.05","3213895152464.03","3471169016673.32",
"IDA only","IDX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","527912321222.012","554382719110.092","577578354878.174","612075683326.111","636204953801.394","682954080979.178","719642196796.444","773769777047.957","815920474163.06","860585577878.769","917304208862.915","982723215136.843","1038086341212.96","1112380917182.97","1211592342375.61","1330434737239.95","1470576876513.27","1616868433618.02","1754121514045.33","1847612917096.13","1977477529826.57","2109109890254.55","2243698848242.81","2408843496219.44","2640801684343.43","2785712083108.25","2972711322124.97","3151622214362.14","3402197361880.91","3663198283877.4","3759674347703.22","4037955672793.77",
"Isle of Man","IMN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034506921791.38","1078472958650.66","1163426828475.38","1249496798797.34","1362619004036.88","1498913049687.5","1644587990175.84","1742164155403.43","1870916383121.44","2066536451929.65","2188197810596.81","2350069155230.27","2482413330517.54","2728406064237.54","3024818504448.71","3366286523962.59","3747530644451.35","4158793573551.1","4361562882378.6","4734626196587.87","5173866049788.7","5568974800574.78","6080904818549.91","6396857208684.85","6700838434194.09","7076731493413.66","7577059418948.02","8187427038374.53","8925035735506.52","9434597927936.04","8883834432986.58","10034913318545.4",
"Not classified","INX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44878863074.1374","47486181613.8155","49554807808.744","52325588597.81","56778840632.2725","62488691340.031","68475797763.6614","75137006575.5966","83446651084.0281","88558211016.3019","100197331844.551","107558970371.203","116111294637.356","125012631295.851","136081588898.575","145786461890.646","165769490264.068","177883972720.591","171652233529.25","157127396026.114","165002854610.284","167590997374.665","171987227119.863","186542815336.749","200930016934.439","249480089812.594","276939393596.035","296757214519.041","318754799839.436","334631875999.218","354158751853.57","399493389602.616",
"Iran, Islamic Rep.","IRN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","423425602794.653","494412930963.234","521763782867.071","526150938677.593","525894963138.742","549530813111.766","595419599075.576","615238089176.497","635968604599.19","659741555840.057","713734871280.659","747649588229.367","820996390260.426","908738466537.3","970447651708.615","1032625475548.12","1120025206627.91","1246771188239.66","1274532713996.94","1291331768074.62","1383206654538.98","1450159210166.75","1304208891173.45","1258586972971.48","1262255381766.87","1131882731796.44","1222831727825.07","1282944257114.51","1288566351413.05","1273694997199.04","1332523063037.47","1454162719957.06",
"Iraq","IRQ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47127873753.1985","64185154332.7336","86567337662.8398","91827956383.4533","95714500480.9509","108198235692.401","131743285283.408","179616084265.916","213267016184.875","257916016411.064","268149102399.834","247479656924.091","162820327520.898","256524071281.916","244264308512.034","276607450189.879","295532744742.938","346581027016.73","361024504166.723","382621510097.688","414739424314.827","485908441354.314","512778423816.27","475188243983.579","344166566458.333","341952563711.703","392252667154.881","412193197824.235","443915672704.885","395615391569.551","424377513163.52",
