,Belgium,Canada,Denmark,France,Germany,Dom. Rep.,Haiti,Ireland,Mexico,Morocco,Netherlands,Portugal,Spain,Sweden,UK,US,All countries
Belgium,0.11344835566367724,0.003531167706025228,6.1120132984463625e-06,0.4276694668120295,0.00035463272185717366,0.018326747086223748,0.04223749558071238,0.006906389057353508,2.1787262885319067e-05,0.007588618288185479,0.27884251684698724,0.00043288497382307407,0.0004004976921152133,3.8968460650191186e-05,0.9459446776137073,0.03300006457987418,1.8787503823594052
Canada,0.004690493422246299,49.12885263091618,0.0014093980620730616,0.0382995092203321,0.04074324424249474,3.1664653751267373,4.1029982327162235,0.02577079768514909,0.31210072641352743,0.21291903044346136,0.11590891403103061,0.01988182858046452,0.031407302367888815,0.010749317427692523,0.19642172534301064,57.35006294308246,114.75868146908097
Denmark,1.3831181343719847,0.046303817424861345,0.2880225505169522,2.228652915216378,5.785682104911408,0.6276834032822869,0.6075374549161151,0.10498651583263859,0.00017878581726261733,0.05885627706865738,12.605227164905084,0.0040766581782827,0.006610938476586317,0.7454491634073019,12.66850010308118,0.39529355246737047,37.55617953987436
France,0.07129305174188716,0.6936771261957553,0.0008901821271754826,30.941771506858842,0.021217903747026368,6.287738804273357,8.280865310824193,0.03756698844824556,0.01641016655019577,1.0051667319822297,0.637046604089762,0.1966174614005561,22.05223302032214,0.005512175425796641,4.850750413903581,6.782235415741821,81.88099286363257
Germany,1.741394045798831,0.045998620398857104,0.03421461507153288,2.769781556657838,13.316251384389561,0.4902722755565788,0.8963196683578373,0.05370480827982293,0.00020299194366925875,0.1002787842284716,17.28610497508314,0.003993763010526076,0.007410585063133515,0.009059624633843924,11.089471703637367,0.4295170857294374,48.27397648784046
Dom. Rep.,2.8307370169237737e-07,0.0493609155415353,4.8831284457293e-07,0.16009386540446385,3.5314144062432307e-05,344.7528931762212,23.86546160287473,0.0003575896621327271,0.0032641843640591386,3.843506786132564,0.0009493209333742232,0.21313884460204752,0.2963859782910167,6.683587126037541e-06,0.005665849191821866,1.3147515930469842,374.5058724753836
Haiti,1.6338880175455526e-16,0.014513420514723412,2.2633943268980164e-08,0.04979644179260548,1.0292147371260512e-06,259.3120971244138,439.874045010251,2.176170658013813e-05,0.0016131024976532083,2.0039449386167436,1.8091003508740736e-05,0.0686913283334735,0.0856988747370751,2.4604099619425573e-06,0.0008802773666599283,0.388651073476364,701.7999749569688
Ireland,0.016957801629092,0.6410587623358952,0.003588670707397906,0.08452600183973068,0.08434241787074016,3.5685572927683493,4.937514103424373,8.981693051216295,0.014652680368176333,0.3536690555322524,0.18974315737153669,0.039076163566181606,0.058862914358922734,0.023527642290476207,9.083584561231694,3.6345632599222784,31.7159175364334
Mexico,6.31173496352906e-13,0.32798044156066597,1.8141753253484473e-05,0.454489757518016,5.0702798681053846e-05,353.8698546874014,443.7737035971996,0.0004185097808102558,574.6671089101219,21.767840688685904,0.0005313629178274984,0.9773442697748939,1.0264730940440108,0.00018111877173068592,0.004100163971669277,87.59638955283492,1484.466484999136
Morocco,1.564025191178082e-05,0.07898143267294234,1.6996316600750375e-05,0.034575713937179335,0.00025820043619066593,1.1489976877395403,1.6658943436574056,0.00010825090345612895,0.005627454402404186,247.61985297742626,0.00045153443584103526,3.74155763082946,2.215271530058259,0.00019273045390032174,0.002256532176429229,1.5075594469322535,258.02161810263
Netherlands,2.2746505814554503,0.021336731115431756,0.00013315841352735526,2.3933564141738444,0.45080824097207495,0.14539858480246629,0.3116981884217915,0.04085186137974537,0.00010819365430258504,0.04507714807292977,12.838473672640877,0.002179805798306799,0.0027104595916301417,0.0004678048629062867,9.247768578745484,0.22177629365880788,27.996795717759575
Portugal,0.00327528386917864,1.3466720852054386,5.519723409191223e-05,0.35486318977350917,0.0019737687325399084,39.977349592650626,50.84576326809689,0.0018302498760669672,0.1569799674416586,4.518597649393832,0.008251581309857378,9.105406327978475,4.040988061732229,0.001012882358679263,0.01990391946049011,48.65578559838842,159.038708623502
Spain,0.001783862481862106,0.5847579597241657,0.00032270802983861183,7.33639977956904,0.006955763213399646,6.3145751606172205,9.1078678434808,0.006218479895303235,0.02784243039888926,50.03582435413564,0.018555872319956018,2.3815750264921896,27.565898698192758,0.0027833420709727176,0.07242482054199664,7.92352855833142,111.38731465949544
Sweden,0.34514430881755853,0.01932479779484478,0.2532782866198345,0.6999027467923615,2.1243155769722457,0.43716922562760446,0.24742911580136703,0.05824767856143465,0.00013067049139210685,0.014274165262209088,3.1108509227213976,0.002064562839648299,0.0031665036268028845,3.6385222805741604,4.122377718753714,0.16986761648028686,15.246066177736862
UK,0.12046405696468379,1.040299461611742,0.01801962291237934,1.3978030807552488,0.3488396598320001,6.012383715252759,8.272252225103363,23.36925927204106,0.009949575703014453,0.6204550870051627,1.4281830037670655,0.07032261855736426,0.13168507919709552,0.1255674110854696,136.04150593376346,5.8888346967983445,184.89582450035022
US,5.0506638692261755e-11,22.801495685383212,2.2466739745640067e-05,0.7435333675818318,5.812686859279843e-05,488.7141724195291,622.0605487047276,0.0010808947548824816,256.109183391028,34.513026547508574,0.0007251954192027802,1.6856372692027926,1.8046796283003819,0.0001987367095865268,0.007756760699598479,396.86367512243436,1825.3057943169379
