,Belgium,Canada,Denmark,France,Germany,Dom. Rep.,Haiti,Ireland,Mexico,Morocco,Netherlands,Portugal,Spain,Sweden,UK,US,All countries
Belgium,0.09624160847592617,0.0018652888568727486,1.540763749300321e-08,0.4341464211387471,1.0898607193558394e-06,0.025532017840176103,0.01400758559158226,0.000327493716852769,5.865039702749145e-06,0.0012440564735979069,0.3131493713421003,3.7421218860227114e-05,5.2623524808282824e-05,2.8908167852981896e-06,0.805874276171197,0.013509164519030843,1.705997189994597
Canada,0.008735951022659498,46.248048408878574,0.002530111951796432,0.05473625438094362,0.06006618579360105,3.6916342022752624,6.348289985054947,0.03431485569920564,0.20244385107485216,0.34084469501504433,0.13373181676696844,0.025787769527428568,0.036646375354512845,0.012728926488189504,0.3248479177956563,52.90587600628694,110.43126331336659
Denmark,0.7473334820158467,0.024763536339827464,0.3300277796982344,1.2081317877594786,5.302151618163397,0.3426333770551464,0.7308283434298025,0.030024004056299663,0.00024844823493307356,0.0755746639178686,6.832349358422202,0.005497895474849411,0.0039504136633948935,0.857034024110458,8.82751331672477,0.3989627801307212,25.717024829197236
France,0.07590827833631364,0.7857235981413502,0.000454945676412654,29.646118271158635,0.010399471087936893,7.323085573815952,8.628201995923304,0.027733199901873614,0.02983921139637391,1.195511176747093,0.3804826708397456,0.3416531959410685,17.910160790477416,0.00431212839066957,4.861698008715698,7.1708934218047,78.39217593835454
Germany,1.182129162838682,0.014416474238197384,0.03512464431404727,1.3240037452183222,11.945581046901946,0.1683476912614311,0.4351161988952165,0.002135240214087581,0.00019493446129238302,0.03029243380903903,12.940972527587626,0.0033118702994576754,0.0021404585184060052,0.07771509906737785,6.476794077520935,0.2472712590488981,34.88554686419496
Dom. Rep.,0.00048370483154915983,0.04822084821449597,1.493825549948723e-05,0.03653237630257076,0.000355871995418117,259.60623498323406,18.528453402959183,0.0005211940448985422,0.002400701904184874,3.266277139471037,0.0005859832615983365,0.21208803673181584,0.12750551871747753,0.0006694170983976769,0.0032794136927032412,0.824451099541677,282.6580746302566
Haiti,4.243717011957959e-05,0.007346497431474021,1.6355164160604586e-06,0.005104733548651889,0.00017330459010025408,234.818518287236,457.42995378387207,0.00018824058022696026,0.00029844908723440037,0.8051997836370371,0.00032681231722671506,0.05813541391227554,0.02242398384919773,6.685761458810506e-05,0.0004202153063315314,0.11370522841880938,693.2619056640877
Ireland,0.005636642823681612,0.6041775077782969,0.0013888276965666091,0.20884189750424376,0.032843132879360644,2.2821259690013505,3.676617617621947,9.459208682880895,0.00806690526369198,0.2472685592676626,0.0833193683392299,0.027619023413645378,0.04890442827168955,0.012796243064311683,15.635507367411659,2.6003072209256106,34.93462939414384
Mexico,0.00020049233744022824,0.47710184645761183,2.48122351233031e-05,0.71429532678176,0.0005071660398509015,506.5325284917115,609.0526994678376,0.001002096246293309,664.8194698004439,33.68552631477078,0.001681219235319146,1.5644884373265444,1.6192043271587178,0.0010152097463236372,0.010884365479927343,106.60393997823958,1925.084569352048
Morocco,1.215264452213906e-05,0.21309174128849828,2.5006401582687292e-09,0.026133530369466362,3.055774995862074e-05,4.8265300004522045,4.877126320268344,2.50796786752059e-06,0.010070947761753128,264.0535718951642,1.3104885760175088e-05,5.0130990202616115,2.321105891666643,2.2236660178674188e-05,0.00027923121812395484,4.273900212828216,285.61498935368803
Netherlands,2.190719877886541,0.014507855403698705,0.00173928346725101,2.1051684391774517,0.7585901260929964,0.17605402438199533,0.34784218902686326,0.002870292856437172,9.709587016695904e-05,0.016868147667654397,15.580955754373619,0.0015114722135322026,0.0011779118016276005,3.785313083189497e-05,7.916370455974376,0.17524589638509752,29.289756675710137
Portugal,0.00019318872264585655,1.3128144882420163,4.588540636786812e-05,0.31273827183091035,0.0027891214596337905,46.77052702381832,57.31707788552654,0.001197547029615301,0.10395057590553473,5.632410450163039,0.0007244635976199923,8.230075022753606,4.212629871523978,0.0002977539349689548,0.013717799474132066,48.733701265123855,172.6448906145128
Spain,0.0011827710361950266,1.042198161546723,0.0004196105763796825,12.989516519829081,0.009622181175925714,13.193822378131012,15.74237662300543,0.008991753586894623,0.054611743658727084,40.63849398119444,0.016058825971477078,3.228253311544653,34.06510384058323,0.0028558086434911385,0.12018418413697263,13.857614748832544,134.97130644345316
Sweden,0.3318981588155033,0.005655981083501663,0.19343947451319576,0.3481218364695109,2.4659402660605103,0.07517719765028281,0.12491422820978375,0.010453586117278103,3.235981162969678e-05,0.010169180206370613,2.6132044624637665,0.000847370210475903,0.0007457003760705631,3.417373892206157,2.110968458597912,0.07330122094528366,11.782243373737234
UK,1.1738186658816265,0.9511858735368588,0.03181656224244914,3.387071028834271,1.9053538895681927,4.911878712516814,7.666869585211987,21.086790940089436,0.013206413278165137,0.5515601211854727,7.83541947283827,0.06659753291001579,0.10383298958650101,0.1520591033777993,129.3876130236826,4.899015522426447,184.12408943716693
US,0.0004525902451988317,24.711671397962355,3.1911709961929856e-05,0.68522836303521,0.0013542937389741682,403.2852481867398,501.5713762104703,0.0029879562431155316,172.09193681339048,24.607238641658228,0.003669482117665904,1.3531490577391707,1.4843075654217144,0.0004964015151736793,0.021534910103457826,354.4368740874991,1484.2575578695898
